"","pvalue","padj","gene_biotype","external_gene_name","Cluster"
"FBgn0003462",6.1869265603865e-10,1.85513770572075e-08,"protein_coding","Sod1","3"
"FBgn0003515",4.07163727350658e-06,5.8675121399854e-05,"protein_coding","st","3"
"FBgn0003651",1.32024840418567e-05,0.000166763770900021,"protein_coding","svp","3"
"FBgn0003866",0.0225723906440763,0.0837130201894035,"protein_coding","tsh","3"
"FBgn0004045",0.00211054292599299,0.01274985056027,"protein_coding","Yp1","3"
"FBgn0004047",0.019429259312992,0.0747250070653671,"protein_coding","Yp3","3"
"FBgn0004055",0.0137349239115796,0.0578791219084718,"protein_coding","uzip","3"
"FBgn0004513",0.00043625753166216,0.00339139523234611,"protein_coding","Mdr65","3"
"FBgn0004607",0.000138804226262421,0.00128693956022442,"protein_coding","zfh2","3"
"FBgn0004620",5.25306543285572e-05,0.000554833945343916,"protein_coding","GluRIIA","3"
"FBgn0004901",9.97636767309441e-05,0.000974424426683924,"protein_coding","Prat","3"
"FBgn0010226",0.000819321382127816,0.00576094471467634,"protein_coding","GstS1","3"
"FBgn0010383",0.0148459024715424,0.0616392373239755,"protein_coding","Cyp18a1","3"
"FBgn0010548",0.00150061016185595,0.00963770784290947,"protein_coding","Aldh-III","3"
"FBgn0010549",1.23050415307541e-05,0.000157239941322396,"protein_coding","l(2)03659","3"
"FBgn0010611",0.0189770583021986,0.0734041528640262,"protein_coding","Hmgs","3"
"FBgn0011576",0.00423260346734465,0.0227174282945348,"protein_coding","Cyp4d2","3"
"FBgn0013307",0.0124327792426532,0.0536289318884012,"protein_coding","Odc1","3"
"FBgn0013750",0.0133756002573324,0.0568506232393727,"protein_coding","Arf51F","3"
"FBgn0014000",1.96097788707523e-05,0.000235915205560941,"protein_coding","Hf","3"
"FBgn0014031",0.00424798462352092,0.0227752001690402,"protein_coding","Spat","3"
"FBgn0015011",0.000529093218670082,0.00397222572464258,"protein_coding","AhcyL2","3"
"FBgn0015040",1.59288915416148e-08,3.71485851201016e-07,"protein_coding","Cyp9c1","3"
"FBgn0015245",0.000409348836585785,0.00320748711113484,"protein_coding","Hsp60A","3"
"FBgn0015393",0.000808382482736227,0.00571393124254337,NA,NA,"3"
"FBgn0015550",0.000466321563291157,0.00358065099331454,"protein_coding","tap","3"
"FBgn0015558",0.000301970251548653,0.00250752233293558,"protein_coding","tty","3"
"FBgn0015663",0.0176961862098474,0.0696897712415747,"protein_coding","Ugt36A1","3"
"FBgn0015925",0.00139318995596352,0.00906584361186023,"protein_coding","csul","3"
"FBgn0016013",0.00129263349650139,0.00852965180132858,"protein_coding","Faa","3"
"FBgn0016041",9.8643219652161e-07,1.63274389575263e-05,"protein_coding","Tom40","3"
"FBgn0016122",0.000208761303869498,0.00182032567687131,"protein_coding","Acer","3"
"FBgn0016123",5.43145908492753e-06,7.58942547773514e-05,"protein_coding","Alp4","3"
"FBgn0016684",6.63836198180111e-05,0.000679330300316057,"protein_coding","NaPi-T","3"
"FBgn0016694",0.000118953313638422,0.00112617508545397,"protein_coding","Pdp1","3"
"FBgn0017448",0.00953134499887144,0.04355105067803,"protein_coding","CG2187","3"
"FBgn0019929",0.00699610045708215,0.0341328046533706,"protein_coding","Ser7","3"
"FBgn0020521",0.000296815884966467,0.00246887749173204,"protein_coding","pio","3"
"FBgn0021764",2.75389615373708e-08,6.17436035377642e-07,"protein_coding","sdk","3"
"FBgn0021765",0.0142874305393401,0.0597479873974522,"protein_coding","scu","3"
"FBgn0022029",0.00164478071846485,0.0104278674727865,"protein_coding","l(2)k01209","3"
"FBgn0022709",0.00680641033392631,0.0333723846641069,"protein_coding","Adk1","3"
"FBgn0023023",0.0148686440688266,0.061655810735172,"protein_coding","CRMP","3"
"FBgn0023479",0.0178310571347541,0.0701089592006175,"protein_coding","teq","3"
"FBgn0024293",0.00946296059965025,0.0433254101827856,"protein_coding","Spn43Ab","3"
"FBgn0024995",0.000603060506213438,0.00445632351595174,"protein_coding","CG2680","3"
"FBgn0025595",0.00466173008468459,0.0246421756493438,"protein_coding","AkhR","3"
"FBgn0025615",0.00913837465363964,0.042086865526683,"protein_coding","Torsin","3"
"FBgn0025641",1.46711483864374e-05,0.000182510565992692,"protein_coding","DAAM","3"
"FBgn0025709",3.7959317594454e-06,5.54768397139686e-05,"protein_coding","CNT2","3"
"FBgn0026077",0.000175434338355451,0.00157332704352412,"protein_coding","Gasp","3"
"FBgn0026189",8.67446048921629e-06,0.000116264057916796,"protein_coding","promL","3"
"FBgn0026268",0.000353075843533081,0.00285265618055188,"protein_coding","antdh","3"
"FBgn0026314",0.000221687236332482,0.00190877417227939,"protein_coding","Ugt35B1","3"
"FBgn0026562",0.0030701815535607,0.0174065178309634,"protein_coding","SPARC","3"
"FBgn0026593",0.00225234371795756,0.013441845600515,"protein_coding","CG5707","3"
"FBgn0026602",0.00016800432538554,0.00151912252055761,"protein_coding","Ady43A","3"
"FBgn0026721",0.0102669129229625,0.0459125548436197,"protein_coding","fat-spondin","3"
"FBgn0026872",0.00228024306543784,0.0135673087096166,"protein_coding","CG14777","3"
"FBgn0027330",0.00849816977256207,0.0399592205940538,"protein_coding","l(1)G0020","3"
"FBgn0027498",0.00920692440727268,0.0423432677285525,"protein_coding","CG2061","3"
"FBgn0027538",0.0153442665228844,0.0630713288534396,"protein_coding","beta4GalNAcTA","3"
"FBgn0027560",3.22398002880612e-09,8.76158759894556e-08,"protein_coding","Tps1","3"
"FBgn0027563",0.00846893822201523,0.0398787950167925,"protein_coding","CG9631","3"
"FBgn0027580",0.00108488792549892,0.00733871774067533,"protein_coding","PCB","3"
"FBgn0027586",0.00120562901569999,0.00803074290336284,"protein_coding","CG5867","3"
"FBgn0027945",0.01167289398128,0.0509204634442622,"protein_coding","ppl","3"
"FBgn0028434",1.99386496610409e-05,0.000239288052197285,"protein_coding","Ercc1","3"
"FBgn0028490",2.12776786798283e-06,3.26953738592689e-05,"protein_coding","CG31705","3"
"FBgn0028499",0.0139984126178653,0.0587740595476721,"protein_coding","CG7985","3"
"FBgn0028526",0.0187524005768508,0.0728711220014654,"protein_coding","CG15293","3"
"FBgn0028543",0.00204773199778537,0.0124244350971227,"protein_coding","NimB2","3"
"FBgn0028936",0.00856302967053665,0.0401875774023996,"protein_coding","NimB5","3"
"FBgn0028988",4.16213211715925e-08,9.04392804752775e-07,"protein_coding","Spn42Dd","3"
"FBgn0029161",0.00246533852476004,0.0144851486282059,"protein_coding","slmo","3"
"FBgn0029504",0.0251807033277305,0.0910304113350796,"protein_coding","CHES-1-like","3"
"FBgn0029765",0.0185277340686175,0.0723006711182403,"protein_coding","CG16756","3"
"FBgn0029769",0.0152287782865947,0.0626227168808907,"protein_coding","frma","3"
"FBgn0029813",4.47553161056705e-06,6.39871294757159e-05,"protein_coding","AgmNAT","3"
"FBgn0029863",4.86696611169872e-06,6.86875832502259e-05,"protein_coding","CG3823","3"
"FBgn0029922",0.0141848532111707,0.0594197778888319,"protein_coding","CG14431","3"
"FBgn0030013",0.000286938325858268,0.00239885303778967,"protein_coding","GIIIspla2","3"
"FBgn0030041",2.50487757735162e-05,0.000289351490639037,"protein_coding","CG12116","3"
"FBgn0030148",1.2291396350313e-17,8.53905809829843e-16,"protein_coding","CG3106","3"
"FBgn0030218",7.48433626396738e-06,0.000101698315763138,"protein_coding","CG1628","3"
"FBgn0030251",9.03098331738307e-07,1.51001102416922e-05,"protein_coding","CG2145","3"
"FBgn0030331",0.00594547434681708,0.0298635969609728,"protein_coding","CG15221","3"
"FBgn0030334",4.41587211791089e-17,2.88493896974774e-15,"protein_coding","Karl","3"
"FBgn0030425",0.00116578608729121,0.0078002653024972,"protein_coding","Nep6","3"
"FBgn0030575",6.31544767474556e-05,0.000650332894690657,"protein_coding","CG5321","3"
"FBgn0030592",0.00569005105337524,0.0288598219236744,"protein_coding","CG9514","3"
"FBgn0030597",0.0258182400103721,0.0928195837107583,"protein_coding","Eo","3"
"FBgn0030638",0.0153761108000172,0.0630970603336811,"protein_coding","CG11655","3"
"FBgn0030687",0.0143052457709425,0.0597971396315031,"protein_coding","RpIIIC160","3"
"FBgn0030816",3.66615306034297e-05,0.000406366291463858,"protein_coding","CG16700","3"
"FBgn0030926",0.00979824411775614,0.044461673515025,"protein_coding","psh","3"
"FBgn0030998",0.0212218943123195,0.0799671456803024,"protein_coding","CG14195","3"
"FBgn0031049",0.0170698917013952,0.0678155921900405,"protein_coding","Sec61gamma","3"
"FBgn0031069",1.20630815240914e-05,0.000154749413829859,"protein_coding","Pmp70","3"
"FBgn0031231",0.00333754113580117,0.0186121217098239,"protein_coding","mRpL10","3"
"FBgn0031299",0.0148908547442992,0.0616960445411639,"protein_coding","CG4629","3"
"FBgn0031307",0.000137997365162075,0.0012818681801543,"protein_coding","MFS3","3"
"FBgn0031360",0.00875929387085218,0.040817399166725,"protein_coding","CG31937","3"
"FBgn0031389",0.00550524840872129,0.0281152972867809,"protein_coding","CG4259","3"
"FBgn0031449",0.0186118555512787,0.0724569672507358,"protein_coding","CG31689","3"
"FBgn0031461",0.00549518301994302,0.0280880727936466,"protein_coding","daw","3"
"FBgn0031505",0.00410942962544343,0.0222011249401433,"protein_coding","ND-B14.5B","3"
"FBgn0031517",8.4930510024284e-11,2.91930132888349e-09,"protein_coding","CG15406","3"
"FBgn0031518",0.00310473278939667,0.0175608053679504,"protein_coding","CG3277","3"
"FBgn0031522",4.88276019656198e-08,1.04713976824096e-06,"protein_coding","CG3285","3"
"FBgn0031538",0.00126463276347249,0.00838414127127429,"protein_coding","CG3246","3"
"FBgn0031547",2.40011357607384e-05,0.00027888245498196,"protein_coding","Sr-CIV","3"
"FBgn0031548",0.000665325756646792,0.00485820769009667,"protein_coding","CG8852","3"
"FBgn0031632",0.0080317248768463,0.0381661685501391,"protein_coding","CG15628","3"
"FBgn0031633",0.000824290680273809,0.00578763527466272,"protein_coding","Fnta","3"
"FBgn0031645",3.16656693521471e-10,9.8855008911054e-09,"protein_coding","CG3036","3"
"FBgn0031688",2.68350865790701e-06,4.02322384654295e-05,"protein_coding","Cyp28d2","3"
"FBgn0031689",0.0199818633604296,0.076403520174666,"protein_coding","Cyp28d1","3"
"FBgn0031700",0.00492372130119736,0.0256997410774137,"protein_coding","CG14022","3"
"FBgn0031737",0.0282137230030786,0.0995451993652969,"protein_coding","obst-E","3"
"FBgn0031800",0.00762667609282035,0.0364697817041555,"protein_coding","CG9497","3"
"FBgn0031815",6.98751966101633e-07,1.19673405305427e-05,"protein_coding","frj","3"
"FBgn0031935",3.4136346711447e-07,6.17899193226467e-06,"protein_coding","CG13793","3"
"FBgn0031959",0.0229523277985817,0.0847397880737309,"protein_coding","spz3","3"
"FBgn0032026",3.58691729345886e-65,2.21155869374823e-62,"protein_coding","CG7627","3"
"FBgn0032222",2.81187609967425e-05,0.000320683904315451,"protein_coding","CG5037","3"
"FBgn0032297",5.19718816412261e-08,1.10022019826329e-06,"protein_coding","CG17124","3"
"FBgn0032322",0.0185488599172912,0.0723508829799081,"protein_coding","CG16743","3"
"FBgn0032402",0.0237960939370987,0.0870728734011419,"protein_coding","PLCXD","3"
"FBgn0032420",1.71181062652879e-07,3.26634658234168e-06,"protein_coding","CG6583","3"
"FBgn0032515",0.015851421587579,0.0644576562083539,"protein_coding","loqs","3"
"FBgn0032644",0.00525191557244593,0.0270739776609882,"protein_coding","CG5131","3"
"FBgn0032663",6.50324057887523e-16,3.92209962505557e-14,"protein_coding","CG15153","3"
"FBgn0032706",3.57539080342925e-06,5.24869498152225e-05,"protein_coding","Irk3","3"
"FBgn0032715",0.00848069930546054,0.0398960890073287,"protein_coding","CG17597","3"
"FBgn0032720",0.00718630774500963,0.0348368186262998,"protein_coding","mRpL13","3"
"FBgn0032774",2.81121932388827e-05,0.000320683904315451,"protein_coding","CG17549","3"
"FBgn0032908",4.56416277796351e-08,9.87400565890572e-07,"protein_coding","CG9270","3"
"FBgn0032925",0.0247575335687017,0.0898576411535107,"protein_coding","CG9246","3"
"FBgn0033047",0.00101387554479723,0.00693611806478824,"protein_coding","CG7882","3"
"FBgn0033089",0.00668410010839454,0.0329363873972588,"protein_coding","CG17266","3"
"FBgn0033100",0.00612824333549189,0.0306101875972798,"protein_coding","CG3420","3"
"FBgn0033115",9.70785674200214e-169,2.39420016899628e-165,"protein_coding","Spn42De","3"
"FBgn0033170",0.0136445150855399,0.057645884933127,"protein_coding","sPLA2","3"
"FBgn0033234",0.000109760553180371,0.00105023070526126,"protein_coding","MFS12","3"
"FBgn0033246",0.0240958981842872,0.0879486511936145,"protein_coding","ACC","3"
"FBgn0033252",5.91105739342334e-11,2.11277468065657e-09,"protein_coding","CG12769","3"
"FBgn0033321",0.0103018605289753,0.0460469323827597,"protein_coding","CG8738","3"
"FBgn0033387",0.0148820453736012,0.061685452777553,"protein_coding","CG8008","3"
"FBgn0033397",2.47585748825107e-05,0.000286670588281653,"protein_coding","Cyp4p3","3"
"FBgn0033428",3.59068683944302e-05,0.000398897811611548,"protein_coding","Urod","3"
"FBgn0033520",0.000138412722342126,0.001284516938763,"protein_coding","Prx2540-1","3"
"FBgn0033564",0.00191368950187415,0.0117696676658282,"protein_coding","Pex6","3"
"FBgn0033584",0.0161998672150645,0.0654107754695801,"protein_coding","CG7737","3"
"FBgn0033683",0.000269120399943487,0.00226524978280076,"protein_coding","CG18343","3"
"FBgn0033808",0.0019923338716769,0.012192539481447,"protein_coding","CG4627","3"
"FBgn0033812",0.00877310891975446,0.0408431899449636,"protein_coding","Pex13","3"
"FBgn0033836",0.00525287311131591,0.0270739776609882,"protein_coding","CG18278","3"
"FBgn0033949",0.00243136774495509,0.0143196673456609,"protein_coding","Had2","3"
"FBgn0033961",0.0124304176540217,0.0536289318884012,"protein_coding","ND-B15","3"
"FBgn0033968",0.00995497709196548,0.0449660480825272,"protein_coding","hui","3"
"FBgn0033989",0.00119957390272968,0.00799580848001915,"protein_coding","CG7639","3"
"FBgn0034021",0.000691458945226112,0.00502670780741016,"protein_coding","CG8180","3"
"FBgn0034057",0.000218235475045599,0.00188850259765337,"protein_coding","CG8314","3"
"FBgn0034087",0.0036299441082735,0.0199495256981159,"protein_coding","clu","3"
"FBgn0034145",0.00193083186908671,0.0118676986844489,"protein_coding","CG5065","3"
"FBgn0034197",2.0611380656618e-20,1.69442725147947e-18,"protein_coding","Cda9","3"
"FBgn0034229",0.0224505903348942,0.0833538859355615,"protein_coding","CG4847","3"
"FBgn0034232",0.00178398060780704,0.0111315425022242,"protein_coding","CG4866","3"
"FBgn0034247",0.00802765735487931,0.0381652240028359,"protein_coding","CG6484","3"
"FBgn0034253",1.58556409914266e-12,6.9828526062689e-11,"protein_coding","CG10936","3"
"FBgn0034262",0.0268056070167285,0.0955682375207902,"protein_coding","swi2","3"
"FBgn0034330",0.00743533075532091,0.0357746268070728,"protein_coding","BomS4","3"
"FBgn0034331",1.71676537935677e-05,0.000209343516283739,"protein_coding","BomBc2","3"
"FBgn0034354",0.0127767044871449,0.0548247889367917,"protein_coding","GstE11","3"
"FBgn0034405",0.02698935760072,0.0961885884144156,"protein_coding","Jheh2","3"
"FBgn0034422",0.00350901495520102,0.0194256074820753,"protein_coding","CG7137","3"
"FBgn0034479",2.23079481567026e-08,5.09416455013591e-07,"protein_coding","CG8654","3"
"FBgn0034484",0.0182039102269051,0.0713758244787037,"protein_coding","CG11044","3"
"FBgn0034489",0.0168135614985665,0.0672599963513468,"protein_coding","ppk6","3"
"FBgn0034490",0.00269751958564703,0.0155711121781205,"protein_coding","CG9864","3"
"FBgn0034497",2.64216118767499e-06,3.97331099335576e-05,"protein_coding","Mpcp1","3"
"FBgn0034500",0.000304472600651707,0.00252193300203954,"protein_coding","CG11200","3"
"FBgn0034564",0.000745258854841416,0.0053352529775113,"protein_coding","CG9344","3"
"FBgn0034664",2.33526499421894e-05,0.000274254632952022,"protein_coding","CG4377","3"
"FBgn0034782",2.01693006642062e-07,3.75415379344141e-06,"protein_coding","CG12490","3"
"FBgn0034879",0.0053080847547554,0.0272730500550323,"protein_coding","Rrp4","3"
"FBgn0034920",0.000483234249914639,0.00369543091116892,"protein_coding","CG5597","3"
"FBgn0034985",0.0082206441103463,0.0389139415300222,"protein_coding","CG3328","3"
"FBgn0035064",0.019386229420038,0.0746176953681915,"protein_coding","TyrRS-m","3"
"FBgn0035090",0.00495311987393611,0.0258122174096037,"protein_coding","CG2736","3"
"FBgn0035158",2.5616821670628e-06,3.85816711115642e-05,"protein_coding","CG13895","3"
"FBgn0035211",0.00539487241400912,0.027618275227919,"protein_coding","CG2211","3"
"FBgn0035247",0.000110356434743202,0.00105388792714587,"protein_coding","metl","3"
"FBgn0035252",3.47089804551378e-08,7.69447398179628e-07,"protein_coding","CG7970","3"
"FBgn0035264",2.37416622165548e-05,0.000278066256805516,"protein_coding","Oseg4","3"
"FBgn0035265",0.0159994864753026,0.0649085043315042,"protein_coding","PIG-Wb","3"
"FBgn0035355",4.96086264881214e-10,1.51046018612753e-08,"protein_coding","CG16985","3"
"FBgn0035383",0.00883441188838069,0.0409779244613729,"protein_coding","CPT2","3"
"FBgn0035413",0.0024780193201413,0.0145423322981522,"protein_coding","CG14958","3"
"FBgn0035524",0.00874750421237435,0.0408010066454246,"protein_coding","CG11583","3"
"FBgn0035538",0.00289132036294854,0.0165158514073464,"protein_coding","DopEcR","3"
"FBgn0035558",0.0104991550189893,0.0467392438006902,"protein_coding","CG11357","3"
"FBgn0035575",0.00916918831823563,0.0421893856153892,"protein_coding","CG7509","3"
"FBgn0035722",0.00308014906751321,0.0174529985933474,"protein_coding","CG10075","3"
"FBgn0035734",0.000542412187212724,0.00405986056665669,"protein_coding","CG14823","3"
"FBgn0035844",0.000154309882717681,0.00140574374600707,"protein_coding","CG13676","3"
"FBgn0035933",2.30618371488324e-11,8.7166675660242e-10,"protein_coding","CG13309","3"
"FBgn0035999",6.65080281441758e-07,1.14303431644999e-05,"protein_coding","CG3552","3"
"FBgn0036030",0.0216208478760889,0.0810987316720979,"protein_coding","Prps","3"
"FBgn0036121",0.00382647674642576,0.0208899795813448,"protein_coding","CG6310","3"
"FBgn0036133",0.000322153842659204,0.00263738394840917,"protein_coding","CG7638","3"
"FBgn0036157",0.0214047491491394,0.0805024210279301,"protein_coding","CG7560","3"
"FBgn0036230",0.0131995732892028,0.0562253095493464,"protein_coding","CG11570","3"
"FBgn0036449",0.00634551378217897,0.0315516600106833,"protein_coding","bmm","3"
"FBgn0036463",0.000171594778293117,0.00154450956921678,"protein_coding","Reck","3"
"FBgn0036484",7.9487733007849e-06,0.000107417326866086,"protein_coding","Pex3","3"
"FBgn0036547",0.00512244688944725,0.0265035750915693,"protein_coding","CG17032","3"
"FBgn0036552",0.000153945847440147,0.00140488046715731,"protein_coding","CG17028","3"
"FBgn0036648",0.0142616375589948,0.0596654175231058,"protein_coding","CG4098","3"
"FBgn0036698",0.0211324533017738,0.07978249208649,"protein_coding","CG7724","3"
"FBgn0036749",0.000397486681128655,0.0031294541973936,"protein_coding","CG7460","3"
"FBgn0036752",1.07395737814239e-05,0.000139586159886359,"protein_coding","Adgf-A","3"
"FBgn0036756",0.0212046907398479,0.0799634075491589,"protein_coding","Cln3","3"
"FBgn0036790",0.00406344741422856,0.0220131294570921,"protein_coding","AstC-R1","3"
"FBgn0036838",0.0264935168940086,0.0945923069704652,"protein_coding","CG3808","3"
"FBgn0036848",0.00470052590207643,0.0247442305357438,"protein_coding","Naxd","3"
"FBgn0036875",0.000630863432567041,0.0046409155572512,"protein_coding","CG9449","3"
"FBgn0036947",1.20258720396161e-05,0.000154472952696371,"protein_coding","obst-F","3"
"FBgn0036985",0.0175358207814409,0.069251750203729,"protein_coding","zye","3"
"FBgn0037019",0.00508850995435565,0.0263784291643292,"protein_coding","Pex16","3"
"FBgn0037020",4.93097394128856e-08,1.05384805946609e-06,"protein_coding","Pex14","3"
"FBgn0037100",0.0168652966584857,0.0673315060849701,"protein_coding","CapaR","3"
"FBgn0037144",0.000319259174851225,0.00262020945083805,"protein_coding","CG7458","3"
"FBgn0037174",9.66334725275049e-09,2.365481901945e-07,"protein_coding","CG14457","3"
"FBgn0037199",0.00530620094044646,0.0272730500550323,"protein_coding","EMC4","3"
"FBgn0037238",1.7837399907329e-11,6.82038566224032e-10,"protein_coding","CG1090","3"
"FBgn0037248",0.0160309845789838,0.0650002724503393,"protein_coding","srl","3"
"FBgn0037251",0.00994976108247777,0.0449660480825272,"protein_coding","CG9804","3"
"FBgn0037298",6.11320476309368e-05,0.00063414053615057,"protein_coding","Sccpdh1","3"
"FBgn0037427",0.00252586068742443,0.0147703708840794,"protein_coding","Osi17","3"
"FBgn0037433",0.0112352988347969,0.0493922562412085,"protein_coding","CG17919","3"
"FBgn0037519",0.0209183657620783,0.0792776328247802,"protein_coding","CG3014","3"
"FBgn0037614",0.000203942615270561,0.00178676190021677,"protein_coding","TMEM216","3"
"FBgn0037621",0.00600243282189257,0.0300884145264076,"protein_coding","M1BP","3"
"FBgn0037873",0.000355776965043609,0.00286512182815875,"protein_coding","SdhC","3"
"FBgn0037879",0.00135183583045395,0.00884340879802933,"protein_coding","scpr-C","3"
"FBgn0037891",2.13276761699728e-05,0.000254718553773343,"protein_coding","CG5214","3"
"FBgn0038017",0.00880418267365133,0.0409329434774966,"protein_coding","CG4115","3"
"FBgn0038020",7.47721662524161e-12,2.95050968032034e-10,"protein_coding","GstD9","3"
"FBgn0038302",0.0124902169637365,0.0538061093219477,"protein_coding","CG4210","3"
"FBgn0038307",5.34671608687784e-05,0.000562917334013339,"protein_coding","mRpS10","3"
"FBgn0038387",0.00593544681634409,0.0298284171386828,"protein_coding","blp","3"
"FBgn0038389",0.0159808089618642,0.0648768232134939,"protein_coding","CG5516","3"
"FBgn0038407",8.34354561860959e-10,2.44240586135263e-08,"protein_coding","CG6126","3"
"FBgn0038422",2.39606459853255e-05,0.00027888245498196,"protein_coding","CG14880","3"
"FBgn0038429",0.0273545333645104,0.0970692344031997,"protein_coding","CG14882","3"
"FBgn0038610",0.000676060933241513,0.00492929867437363,"protein_coding","CG7675","3"
"FBgn0038679",8.97617683543207e-05,0.00088905606909174,"protein_coding","CG6040","3"
"FBgn0038923",0.02261177362134,0.0838275636131224,"protein_coding","mRpL35","3"
"FBgn0038947",8.82533867244947e-05,0.000876032142886487,"protein_coding","Sar1","3"
"FBgn0038975",0.0134967711307994,0.0571440545945648,"protein_coding","Nrx-1","3"
"FBgn0038983",1.57153162079443e-05,0.000194032033030502,"protein_coding","CG5326","3"
"FBgn0039024",0.0171027053202777,0.0678673322544405,"protein_coding","Nepl15","3"
"FBgn0039049",0.00069211984064551,0.00502683153705643,"protein_coding","CG6726","3"
"FBgn0039050",0.00574380625639016,0.0290577685739943,"protein_coding","CG17110","3"
"FBgn0039152",7.65766500047196e-05,0.000769275613336618,"protein_coding","Root","3"
"FBgn0039153",0.0017741710616151,0.0110843556192736,"protein_coding","GatB","3"
"FBgn0039183",0.00103727041730147,0.00707164662521008,"protein_coding","Dis3","3"
"FBgn0039241",0.028016130781073,0.0990606201273424,"protein_coding","CG11089","3"
"FBgn0039311",0.00260787983042967,0.0151244765004048,"protein_coding","CG10513","3"
"FBgn0039312",0.00715646902112488,0.0347262995048681,"protein_coding","CG10514","3"
"FBgn0039323",0.0155101106214524,0.0634884818591819,"protein_coding","CG10559","3"
"FBgn0039324",4.35114524731904e-06,6.22990535047929e-05,"protein_coding","CG10553","3"
"FBgn0039325",0.00368075759551386,0.0201950354169879,"protein_coding","CG10560","3"
"FBgn0039417",0.000100247320166246,0.000977213254387366,"protein_coding","CG6073","3"
"FBgn0039485",0.0100689814917814,0.0453356925679706,"protein_coding","CG17189","3"
"FBgn0039537",1.85955347725786e-11,7.08281662283736e-10,"protein_coding","CG5590","3"
"FBgn0039627",0.00818048260821292,0.0387424200336152,"protein_coding","CG11837","3"
"FBgn0039629",4.37996337470224e-05,0.000476387416664141,"protein_coding","CG11842","3"
"FBgn0039642",0.0120251212084579,0.052301307921309,"protein_coding","CG11882","3"
"FBgn0039737",0.00741552951041935,0.0357023907370849,"protein_coding","CG7920","3"
"FBgn0039798",0.000163907203525806,0.00148582726500607,"protein_coding","CG11313","3"
"FBgn0039846",0.00171616776312444,0.0107903091033923,"protein_coding","PNPase","3"
"FBgn0039849",0.00997117828529163,0.0449774457176049,"protein_coding","CG11334","3"
"FBgn0039873",0.0184704501062976,0.0721593008324189,"protein_coding","Smvt","3"
"FBgn0039927",0.0106013103297738,0.0471514546452744,"protein_coding","CG11155","3"
"FBgn0039945",0.00195777706278122,0.0120108648783189,"protein_coding","CG17159","3"
"FBgn0040096",0.00184903421895342,0.0114577403077735,"protein_coding","lectin-33A","3"
"FBgn0040321",0.000374149541239873,0.00297180774905906,"protein_coding","GNBP3","3"
"FBgn0040609",0.00903222898200215,0.0416758367200427,"protein_coding","CG3348","3"
"FBgn0040650",0.0138548111209115,0.058334490699015,"protein_coding","CG15456","3"
"FBgn0040732",0.00224882145017889,0.0134289489140525,"protein_coding","CG16926","3"
"FBgn0040735",0.00117300252871695,0.00782927601203834,"protein_coding","BomT2","3"
"FBgn0040778",0.0150441573518767,0.0621745338400768,"protein_coding","CG17977","3"
"FBgn0040813",0.00375475498406504,0.0205667173335933,NA,NA,"3"
"FBgn0040827",3.14739507838962e-10,9.85684204708368e-09,"protein_coding","CG13315","3"
"FBgn0040832",0.018984650700526,0.0734041528640262,"protein_coding","CG8012","3"
"FBgn0040843",0.0174219348657176,0.0689399869435637,"protein_coding","CG15213","3"
"FBgn0040907",9.99276180663681e-14,5.00398960520163e-12,"protein_coding","mRpL33","3"
"FBgn0040931",2.20436432853322e-05,0.000261057072040579,"protein_coding","CG9034","3"
