"","pvalue","padj","gene_biotype","external_gene_name"
"FBgn0010350",0.023142797686673,0.0852106714524412,"protein_coding","Cds"
"FBgn0010357",7.71265191804137e-18,5.47376339363152e-16,"protein_coding","betaTry"
"FBgn0010358",1.78242203030669e-07,3.37496992878609e-06,"protein_coding","deltaTry"
"FBgn0010359",9.1550894427294e-08,1.8507163391911e-06,"protein_coding","gammaTry"
"FBgn0010379",0.0224586547203976,0.0833538859355615,"protein_coding","Akt1"
"FBgn0010383",0.0148459024715424,0.0616392373239755,"protein_coding","Cyp18a1"
"FBgn0010385",2.39752532101205e-17,1.61997173231397e-15,"protein_coding","Def"
"FBgn0010387",0.000572752551700251,0.00425787786173547,"protein_coding","Acbp2"
"FBgn0010406",0.0227472926676147,0.0841718087644482,"protein_coding","RNaseX25"
"FBgn0010408",8.9444362827521e-06,0.000119239005309932,"protein_coding","RpS9"
"FBgn0010409",6.58602490194935e-05,0.000675375630537737,"protein_coding","RpL18A"
"FBgn0010411",0.000129524718602667,0.00121691557049077,"protein_coding","RpS18"
"FBgn0010412",0.000792860890782969,0.00562703071048488,"protein_coding","RpS19a"
"FBgn0010424",2.04507708941313e-09,5.74777364303719e-08,"protein_coding","TpnC73F"
"FBgn0010470",0.0156978566889594,0.0639681130547043,"protein_coding","Fkbp14"
"FBgn0010482",0.000363405442048107,0.00290989828393228,"protein_coding","l(2)01289"
"FBgn0010497",0.0242677181369837,0.0884051105691819,"protein_coding","dmGlut"
"FBgn0010548",0.00150061016185595,0.00963770784290947,"protein_coding","Aldh-III"
"FBgn0010549",1.23050415307541e-05,0.000157239941322396,"protein_coding","l(2)03659"
"FBgn0010551",0.00810162276239608,0.038442765055814,"protein_coding","Phb2"
"FBgn0010591",0.0003295515334435,0.00269347628618072,"protein_coding","Sply"
"FBgn0010611",0.0189770583021986,0.0734041528640262,"protein_coding","Hmgs"
"FBgn0010612",9.18373122694518e-06,0.000121770844830395,"protein_coding","ATPsynG"
"FBgn0010620",1.01931800593916e-08,2.48285731570118e-07,"protein_coding","CG10939"
"FBgn0010621",0.0244006409411222,0.088775666801989,"protein_coding","CCT5"
"FBgn0010808",0.00146671936477324,0.00945698466241046,"protein_coding","Chchd3"
"FBgn0010894",0.0203320076623292,0.0774122947081737,"protein_coding","sinu"
"FBgn0010909",0.0131356726693351,0.056072440884029,"protein_coding","msn"
"FBgn0011211",0.000470316740543495,0.00360503080455445,"protein_coding","blw"
"FBgn0011217",0.0151971326095858,0.0625708318837913,"protein_coding","eff"
"FBgn0011272",0.00259395203642213,0.0150525510819437,"protein_coding","RpL13"
"FBgn0011274",0.0223052997167099,0.08309734958661,"protein_coding","Dif"
"FBgn0011284",9.65691152766242e-07,1.60379515522542e-05,"protein_coding","RpS4"
"FBgn0011296",5.37657172214811e-07,9.43770107455357e-06,"protein_coding","l(2)efl"
"FBgn0011361",0.000196642345621581,0.00173668463702497,"protein_coding","ND-ACP"
"FBgn0011455",0.00308214446403775,0.0174542796427855,"protein_coding","ND-SGDH"
"FBgn0011554",0.00132684090133341,0.00870877278220497,"protein_coding","etaTry"
"FBgn0011555",1.38027428845139e-07,2.69631799120258e-06,"protein_coding","thetaTry"
"FBgn0011556",0.0101374477540103,0.0454985996784857,"protein_coding","zetaTry"
"FBgn0011576",0.00423260346734465,0.0227174282945348,"protein_coding","Cyp4d2"
"FBgn0011584",0.00991078559670633,0.0448897612082222,"protein_coding","Trp1"
"FBgn0011586",0.0162713095949609,0.0656240675201509,"protein_coding","e(r)"
"FBgn0011589",0.000550767448510467,0.00410992502235685,"protein_coding","Elk"
"FBgn0011592",0.000707500747032949,0.00512068589103452,"protein_coding","fra"
"FBgn0011638",0.0229517361649652,0.0847397880737309,"protein_coding","La"
"FBgn0011666",0.0135292177294434,0.0572568566713682,"protein_coding","msi"
"FBgn0011672",8.37658019270058e-21,7.06281740179412e-19,"protein_coding","Mvl"
"FBgn0011695",0.00256528539745421,0.0149301123574548,"protein_coding","EbpIII"
"FBgn0011704",1.70438165287262e-06,2.68161483342718e-05,"protein_coding","RnrS"
"FBgn0011737",0.0115876074872687,0.0506925711139271,"protein_coding","Wee1"
"FBgn0011739",7.09250207485707e-05,0.000719090780765313,"protein_coding","wts"
"FBgn0011754",0.0031791753578823,0.0178953597378457,"protein_coding","PhKgamma"
"FBgn0011768",8.13742721586811e-07,1.37694201517219e-05,"protein_coding","Fdh"
"FBgn0011769",0.00430586495437472,0.0230127922754051,"protein_coding","Fdx1"
"FBgn0011770",8.77936111229569e-07,1.47293192810879e-05,"protein_coding","Gip"
"FBgn0011787",0.00411862366862757,0.0222144464138934,"protein_coding","mRpL12"
"FBgn0011817",0.0202811317635424,0.0773081007910917,"protein_coding","nmo"
"FBgn0011822",0.00011715450593705,0.00111127807795096,"protein_coding","Pgcl"
"FBgn0011834",3.23959350075348e-10,1.00815740961934e-08,"protein_coding","Ser6"
"FBgn0011837",0.0053587312192149,0.0274564570263921,"protein_coding","Tis11"
"FBgn0012344",0.000148428763851339,0.00136463164528747,"protein_coding","Dh44"
"FBgn0013269",3.70498362531705e-05,0.000409749590400815,"protein_coding","Fkbp39"
"FBgn0013272",0.0131048738514848,0.0559651863830725,"protein_coding","Gp150"
"FBgn0013307",0.0124327792426532,0.0536289318884012,"protein_coding","Odc1"
"FBgn0013323",1.64653535256563e-06,2.59889140048958e-05,"protein_coding","Ptth"
"FBgn0013325",0.000119656756490415,0.00113174870832018,"protein_coding","RpL11"
"FBgn0013343",0.0211787073052889,0.0798959646526482,"protein_coding","Syx1A"
"FBgn0013432",8.36234426948249e-07,1.41016284134094e-05,"protein_coding","bcn92"
"FBgn0013467",0.018555269532607,0.0723508829799081,"protein_coding","igl"
"FBgn0013676",0.0231325470409609,0.0852106714524412,"protein_coding","mt:CoIII"
"FBgn0013680",0.0262046229004318,0.0938325244692413,"protein_coding","mt:ND2"
"FBgn0013718",0.0184132143747683,0.0719676544402099,"protein_coding","nuf"
"FBgn0013750",0.0133756002573324,0.0568506232393727,"protein_coding","Arf51F"
"FBgn0013759",2.29719501929794e-05,0.000270750643552857,"protein_coding","CASK"
"FBgn0013763",1.46684293062974e-20,1.21600046308088e-18,"protein_coding","Idgf6"
"FBgn0013770",0.016488102102161,0.0661737702350765,"protein_coding","Cp1"
"FBgn0013773",0.0150302897792027,0.0621636067255034,"protein_coding","Cyp6a22"
"FBgn0013981",0.0116656239527333,0.0509204634442622,"protein_coding","His4r"
"FBgn0013983",0.0256091936327007,0.0922697937131457,"protein_coding","imd"
"FBgn0014000",1.96097788707523e-05,0.000235915205560941,"protein_coding","Hf"
"FBgn0014007",0.0256060998360473,0.0922697937131457,"protein_coding","Ptp69D"
"FBgn0014011",1.98433108514153e-16,1.24684243024976e-14,"protein_coding","Rac2"
"FBgn0014018",1.92572213184093e-18,1.40720361708228e-16,"protein_coding","Rel"
"FBgn0014022",0.0074014892893614,0.0356521932810304,"protein_coding","Rlb1"
"FBgn0014023",0.00995127260533586,0.0449660480825272,"protein_coding","mRpL47"
"FBgn0014026",0.000496379771293291,0.00376386352329617,"protein_coding","RpL7A"
"FBgn0014031",0.00424798462352092,0.0227752001690402,"protein_coding","Spat"
"FBgn0014073",0.000771866221504837,0.00549885238677048,"protein_coding","Tie"
"FBgn0014135",0.00491331459131834,0.0256680314301485,"protein_coding","bnl"
"FBgn0014141",4.80305045479068e-08,1.03454350953079e-06,"protein_coding","cher"
"FBgn0014143",0.00517852771188422,0.026746688941224,"protein_coding","croc"
"FBgn0014189",0.00344556679192461,0.0191172758168371,"protein_coding","Hel25E"
"FBgn0014343",1.17163359431765e-35,2.56848120176525e-33,"protein_coding","mirr"
"FBgn0014388",2.72470798111523e-09,7.48725466119825e-08,"protein_coding","sty"
"FBgn0014391",0.00361549555666753,0.0198922831380509,"protein_coding","sun"
"FBgn0014427",1.02201035538391e-06,1.68597527690005e-05,"protein_coding","CG11899"
"FBgn0014455",0.0102297752275124,0.0458087755875669,"protein_coding","Ahcy"
"FBgn0014863",0.000500112369028889,0.00378344211692484,"protein_coding","Mlp84B"
"FBgn0014865",0.00882983181306552,0.0409779244613729,"protein_coding","Mtk"
"FBgn0015001",0.0194794159344585,0.0748595396156731,"protein_coding","iotaTry"
"FBgn0015010",1.2247037887204e-38,3.09787253223763e-36,"protein_coding","Ag5r"
"FBgn0015011",0.000529093218670082,0.00397222572464258,"protein_coding","AhcyL2"
"FBgn0015019",0.00595865045509869,0.0298993320140125,"protein_coding","CCT3"
"FBgn0015031",0.000209065280475945,0.00182032567687131,"protein_coding","cype"
"FBgn0015033",8.89917280010098e-11,3.03772801636665e-09,"protein_coding","Cyp4d8"
"FBgn0015034",0.00750889132296777,0.0360881802837281,"protein_coding","Cyp4e1"
"FBgn0015037",9.57376280716826e-29,1.40962940436888e-26,"protein_coding","Cyp4p1"
"FBgn0015039",0.00731300634595742,0.0353121916803084,"protein_coding","Cyp9b2"
"FBgn0015040",1.59288915416148e-08,3.71485851201016e-07,"protein_coding","Cyp9c1"
"FBgn0015221",9.60862996024598e-22,9.20282859784724e-20,"protein_coding","Fer2LCH"
"FBgn0015222",7.42701919370572e-30,1.18173458622431e-27,"protein_coding","Fer1HCH"
"FBgn0015229",5.55248382558411e-06,7.73661764680611e-05,"protein_coding","glec"
"FBgn0015245",0.000409348836585785,0.00320748711113484,"protein_coding","Hsp60A"
"FBgn0015268",0.0019109350363855,0.0117600587236076,"protein_coding","Nap1"
"FBgn0015279",0.0155219446875448,0.0635105700301241,"protein_coding","Pi3K92E"
"FBgn0015288",0.00411165283990288,0.0222011249401433,"protein_coding","RpL22"
"FBgn0015316",0.0203012685734113,0.0773251021145571,"protein_coding","Try29F"
"FBgn0015320",0.00582432787326575,0.0293597314613013,"protein_coding","Ubc2"
"FBgn0015336",5.03645719320174e-05,0.000537473393082089,"protein_coding","CG15865"
"FBgn0015338",0.00576184645002941,0.0291191676380841,"protein_coding","CG5861"
"FBgn0015351",0.00543161241410943,0.027791938000617,"protein_coding","CG14906"
"FBgn0015376",0.000282307641821879,0.00236615538366427,"protein_coding","cutlet"
"FBgn0015380",1.21966246571603e-07,2.41121647781335e-06,"protein_coding","drl"
"FBgn0015393",0.000808382482736227,0.00571393124254337,NA,NA
"FBgn0015399",3.96893064551366e-12,1.65204644801655e-10,"protein_coding","kek1"
